text,disaster_type
RT @rajeevk1949: @_RandhirSingh_ @DrGPradhan @upma23 2/2 event of an earthquake there They fear if they go to Nepal they will be branded asâ¦,earthquake
VIDEO: Nepal #earthquake kills dozens in India Via @ap,earthquake
RT @htTweets: Around three lakh foreign tourists stranded in quake-hit Nepal http://t.co/ZaJF5PRrrE,earthquake
RT @BJPLucknowBJP: Top questions the world is asking about the #NepalEarthquake on #Google http://t.co/9HAw3BugC8,earthquake
RT @jackjohnson: Join Jack in supporting #NepalEarthquake relief and recovery efforts. Please consider making a donation today: http://t.coâ¦,earthquake
"As instructed by HEP Yameen, Tourism industry sponsored the Maldivian flight to bring Maldivian's in Nepal Tomorrow,coordinated by FM Dunya!",earthquake
Nepal will rise again. http://t.co/QU9Bqo0Cl0,earthquake
RT @WSJ: There have been 31 aftershocks in Nepal since Saturday's earthquake. More numbers here: http://t.co/sA0PBAjxMk http://t.co/UUX1Wbpâ¦,earthquake
RT @STYLATORARMY: My thoughts and prayers go out to all those affected in Nepal. If you can donate something to help!,earthquake
today's Monday Mishmash is focused on something more important -- #Nepal http://t.co/Yp2Z0QAQcC,earthquake
RT @decappeal: #Aid is getting through. Your support will help those affected #NepalQuake http://t.co/r3o1X0I5Wd http://t.co/AcSWqYQ2vm,earthquake
RT @PoulterWill: Thoughts with the victims and all those affected by the earthquake in Nepal. Tragic news.,earthquake
RT @FathimathZaina: Alhamdhu lillah our students in Nepal are back safe &amp; sound. Thank u President Foreign Minister &amp; Tourism Minister. httâ¦,earthquake
Emergency declared in #Nepal after massive #NepalEarthquake  https://t.co/QKjDDP59js,earthquake
"Yes I agree ""a selfless service"". a learning for others.  https://t.co/j7yEY4nU5I",earthquake
RT @globewheelchair: With love and thoughts for the lives lost and the ones still struggling á½¤F #Nepal #NepalEarthquake #peace #love http://â¦,earthquake
"FastCompany: RT harrymccracken: A first-person report from Nepal by sandoNET, who's in Kathmandu. â¦ http://t.co/8We2HTjLsb",earthquake
".@AnupKaphle also send me an email, im coordinating with someone from @TimesNow in Delhi and can pass on.  https://t.co/hJNVihhnx2",earthquake
RT @Federation: Krishna lost his home to #NepalQuake 3 days ago. Now he is focusing on helping others: http://t.co/P1c2WzvyGR http://t.co/dâ¦,earthquake
#NepalEarthquake: Thoughts and prayers pour in http://t.co/uk1QVfTKP5,earthquake
World âº Riot police intervene as anger erupts among Nepal quake survivors http://t.co/cXOO3EHkCx,earthquake
RT @lauriejlee: Thanks @alstewitn @itvnews The @decappeal broadcast partners are essential for telling the stories of the need in disastersâ¦,earthquake
RT @janisctv: Re-using firewood at the main crematorium in #Kathmandu. Funeral pyres are burning day and night. #NepalQuake http://t.co/dmHâ¦,earthquake
"RT @umarket: If you want to truly help Nepal, donât rush there now. Solid post in @guardian about how best to support Nepal now:  http://t.â¦",earthquake
Foreign Office tells Britons stranded in Nepal to follow local authorities' advice following earthquake that leftâ¦ http://t.co/vk48KldGih,earthquake
RT @pappufromdelhi: @LaraDutta Plz RT #missing @MEAcontrolroom @eoiktmnp #NepalQuake #help http://t.co/Yrp6yfQRnJ,earthquake
Thousands Flee Kathmandu as India Steps Up Relief Efforts in Nepal: The number of deaths in Saturday's earthqu... http://t.co/MTxyDbrkBh,earthquake
Nepal Earthquake: BBC crew travels to quake epicentre - BBC News http://t.co/jCx5msJcsh | https://t.co/gXrStQ7GrN http://t.co/6UQRn9EnCV,earthquake
"If you can today, take a moment of silence to send well wishes to those affected by the earthquake in Nepal. https://t.co/azlvKNJrZE",earthquake
"RT @OfficialBaileyM: 'You can't help everyone, but everyone can help someone.' á½¤Fá¼¿Bá½ D happy Sunday guys, I Love you. Pls continue to pray for â¦",earthquake
NDTV News - World: Nepal Earthquake: Gujarat in Touch With Centre to Ensure Return of Gujaratis - NDTV News... http://t.co/EP7I36WVRU,earthquake
*In real time *  #NepalEarthquake  India : So sad .. Bangladesh : That wasn't No ball..,earthquake
RT @TimesNow: We have sent an inter-ministerial team to Nepal: HM Rajnath Singh in Lok Sabha #NepalEarthquake #IndiaWithNepal,earthquake
"RT @DhavaliLama: Photograph from #NepalEarthquake that'll remain etched in memory. Structure damaged, but Buddha smiles in meditation. httpâ¦",earthquake
What the f*** is wrong with humanity? https://t.co/1BeAD1ATAh,earthquake
"RT @ymi_today: Lord, please shower your love, comfort and protection on those in Nepal through this difficult period. #PrayForNepal http://â¦",earthquake
The Power of Business in Emergencies - Online Briefing on the Nepal Earthquake http://t.co/fG3YZBRAND,earthquake
US deploys new âmilitary assetsâ to Nepal as death toll from earthquake grows - World Socialist Web Site http://t.co/nqwAGjGzPK #WarNews,earthquake
BREAKING: Death toll in #Nepal's powerful #Earthquake rises to 711: home ministry #NepalQuake,earthquake
@timesofindia @meaindia :Not only Indians but who ever wants shelter from Nepal migrants to be kept in rehabilitation camps.,earthquake
"RT @SriSri: If you wish to donate for #NepalEarthquake,you can do so through Prime Ministerâs Relief Fund or through http://t.co/otRDO2Bt7Qâ¦",earthquake
"Please retweet! ""Clean Water for Nepal!"" follow this link http://t.co/WNOouka4Ix  #MondayMotivation #NepalQuake http://t.co/BDy4H1nlPO",earthquake
MukeshSinghani5: RT rachelhunterx: á½4 love thoughts &amp; Prayers #nepal Heartbreaking http://t.co/VkjsAurAic,earthquake
"@MaheshNBhatt RT @GlobalGiving: If you're trying to locate friends and family in Nepal, try (cont) http://t.co/v3vqnEy8TB",earthquake
RT @harbhajan_singh: A special thank you to the Indian government and IAF for the immediate help and rescue work in Nepal.. Humanity is resâ¦,earthquake
@rannvijaysingha thanks rv for whatever you did to Nepal,earthquake
#NDTV #LATEST #NEWS: India Will Make All-Out Efforts to Help Earthquake-Hit Nepal: PM Modi: Prime Minister Nar... http://t.co/K2Hn0edrl7,earthquake
RT @RedCross: #ICYMI: Global #RedCross is delivering aid to #Nepal. Here are 3 ways u can help! http://t.co/1K4hR9Qng6 #NepalQuake http://tâ¦,earthquake
Thoughts and prayers going out to residents of Kathmandu and those affected by the quake in Nepal today.,earthquake
"RT @yunartistic: #AHeartOfGold #YunaKim(@Yunaaaa) donated $100,000 thru @unicefkorea to help the Nepalese children affected by the #NepalEaâ¦",earthquake
"RT @sosweet196: Whole of India was sending relief to Pakistan after floods,why don't U ask all what they are doing now for nepal instead ofâ¦",earthquake
"Pink, Mandy Moore, Kevin Jonas Among Celebrities Tweeting Support After Nepal Earthquake O http://t.co/3v5RpN7cnt",earthquake
RT @ChannelNewsAsia: .@teocheehean with Singapore's Ghurka contingent this morning for #NepalEarthquake briefing http://t.co/HqwCTWIKy6 httâ¦,earthquake
RT @shahidkapoor: @RohanShrestha heads to Nepal to help . Plz contribute in whatever way you can . I can vouch for his efforts .  http://t.â¦,earthquake
RT @USCCB: .@ArchbishopKurtz calls 2nd collection to support @CatholicRelief response to #NepalEarthquake http://t.co/FHxYUNidxc http://t.câ¦,earthquake
"RT @CBCAlerts: #Nepal police official says at least 2,152 confirmed dead in earthquake. Aftershock rattles #Kathmandu: http://t.co/uc9lsu77â¦",earthquake
RT @TranslatorsWB: Do you speak Nepalese or Bhasa? If so please join our crisis response team for Nepal earthquake. Email rebecca@translatoâ¦,earthquake
'Eight million' hit by Nepal quake http://t.co/k4HNt0Yp9s Eight million people were affected by the Nepal earthquake and 1.4m are in needâ¦,earthquake
"RT @CAREAustralia: Access to clean water is now critical in Nepal. Together, we can save lives: http://t.co/H4eVPkTQae  #NepalEarthquake htâ¦",earthquake
RT @IsraelandStufff: Photo Album: #Israelâs Medical Assistance in #Nepal Begins  First humanitarian mission aircraft has landed in... http:â¦,earthquake
It's been more than 48 hours now. I wonder how many of the trapped people are alive in the Nepal earthquake,earthquake
Our all nations stand with Nepal and Indians #NepalEarthquake,earthquake
Remorseful due to the loss of lives and properties in Nepal 4 d disastrous Earthquake.Greatly relieved 4 d proactive actions taken by PM.,earthquake
RT @lifecaredotbz: Feeling sad for the beautiful people of Nepal. I pray that they will stay strong and get through this. #NepalEarthquake,earthquake
"RT @ibnlive: #NepalQuake: Kathmandu airport is now open; Was closed following massive earthquake: Deep Kumar Upadhyay, Nepal's ambassador tâ¦",earthquake
Very sad moment for NEPAL preying for them ......god save them,earthquake
RT @SpokespersonMoD: #NepalEarthquake Inside of C-17 aircraft being readied for take off for Nepal with rescue personnel and load. http://tâ¦,earthquake
"May Almighty Allah give strength to People of Nepal after #NepalEarthquake, MKA Ireland is praying for them and the rescue teams.",earthquake
RT @thekinshu: Pray for Gaza went on for 4 days in India while not a whimper of help for Hindus suffering from #Earthquake in Nepal. http:/â¦,earthquake
Recently read the news. It's awful. Support people in Nepal our prayers!,earthquake
"RT @CTVNews: As aid organizations seek donations for Nepal quake relief, here's how Canadians can help: http://t.co/nRrpmz2W7i http://t.co/â¦",earthquake
"Aircraft taking of from Sthlm this morning to Nepal w tents, medical, food, water etc #teliasonera #ncell #nepal http://t.co/8X2R6w89kN",earthquake
Latest pics by @ANI_news #earthquake aftermath in #Kathmandu. #NepalEarthquake #IndiaWithNepal http://t.co/mjUJuHEvoM,earthquake
RT @TuttleSinger: Good news: Family of missing Israeli gets word heâs ok http://t.co/cNGDYqGFNE #NepalQuake #IsraelinNepal @IsraelMFA,earthquake
TwitchSharing IMC_Worldwide #fundraising for #NepalQuake on #twitch with Telltale's #TheWaâ¦ http://t.co/ufMHP05Nnr http://t.co/IwzDtonCeH,earthquake
"RT @theOFDA: 30/75 districts in Nepal impacted by #NepalEarthquake, new map shows epicenter aftershocks http://t.co/upXg6SkP0p",earthquake
RT @carolineheldman: @USEMbassyNepal #American Beverly Brown Brooks+her group who were reported missing are safe! #Langtang #hope #Nepal,earthquake
#RIP sad to continue to hear of the increasing death toll in such a beautiful place  https://t.co/AVwJMVpyPa,earthquake
RT @AyaanChawla: Pray for all the people who have been affected by the massive #NepalEarthquake #SupportNepal - http://t.co/6Tjs0PxDen httpâ¦,earthquake
âNepal earthquake: Health &amp; safety concerns top priorityâ http://t.co/1iGU1bgLnp The current priority for aid groups working in Nepal is â¦,earthquake
"RT @fanuet: VOLUNTEERS NEEDED: meeting at Yellow House, Sanepa, at 5pm to coordinate the relief operations outside KTM #NepalQuakeRelief",earthquake
RT @ToastFundraiser: Selection of Nepal appeal e-mail subjects and senders http://t.co/2csDrGCJ6w,earthquake
"In Nepal, A Flood Of People Leave Capital To Return Home - http://t.co/yowy5O66Ez",earthquake
"10/48 the name of Ebola. You would be surprised to know that in the matter of a few days, about 800 people are dead.  These viruses #Nepal",earthquake
RT @TimesNow: 37-year-old man pulled out alive by Indian search team 98 hours after earthquake struck Nepal (PTI),earthquake
RT @AjitBaral: Pokhara should take heed from Kathmandu and rethink its urbanization drive,earthquake
"RT @KendalCalling: @riotjazz have some amazing prints for sale, including from Kendal Calling. All proceeds in aid of #Nepal https://t.co/Lâ¦",earthquake
RT @ani23021977: #NepalQuake my family is stucked In tato paani in Nepal name is Aditya bhargava and sanjay bhargava mobi no +9779801122921,earthquake
Akshay Kumar: Gabbar Is Back Earnings for Nepal Not My Call http://t.co/HJA5ox4CQG,earthquake
"âAfter massive 7.9 earthquake, commercial flights to Kathmandu put on hold http://t.co/0hfJ0ms9a7 http://t.co/gyvohqJp9wâ",earthquake
Nepal officials say death from #earthquake has reached at least 688 . help Nepal for Saving Humanity Lives  may God save the people of Nepal,earthquake
RT @paulocoelho: Updates on Nepal Earthquake |&gt; @PCoelho_Nepal,earthquake
RT @ForeignOfficeKE: CS @Amb_a_Mohammed: We stand in solidarity with the government &amp; the people of Nepal as they grapple with effect of thâ¦,earthquake
"RT @kathmandupost: Canada announces $ 5 million for emergency relief programmes; Russia to sent a rescue team, to land later on today. #Nepâ¦",earthquake
Did you know Seismographs near Charlotte were able to detect vibrations from #NepalEarthquake? More at 10:14. http://t.co/loDCEp4my2,earthquake
"RT @d_arymami: CNN: Earthquake slams Nepal; devastating loss of people, history http://t.co/BdQLFfkBY9",earthquake
"RT @abhijitmajumder: Nepal PM Sushil Koirala and intelligence chief have been apprised of Pakistan sending beef as quake relief, an internaâ¦",earthquake
RT @Lara_Miller: 130 KM from Kathmandu coming from #Pokhara. Road is 100% clear. Lots if devastation in villages tho. #NepalEarthquake,earthquake
RT @Addicted2Charan: Give missed call and every missed call freecharge donate â¹20 #NepalEarthquake  #NepalQuakeRelief http://t.co/sDgDJ1m1Da,earthquake
RT @WXXINews: A magnitude 6.7 aftershock rumbles Katmandu; death toll rises. http://t.co/9Uvj9fleU5,earthquake
"RT @f4izalhassan: Fellow Malaysians, #Nepal needs us. Should you wish to donate, please contact @MERCYMalaysia. #NepalEarthquake http://t.câ¦",earthquake
RT @SonamB_: It's heartbreaking seeing all these pictures and recognising every place #NepalEarthquake,earthquake
"RT @ShelterBox: We now have two @ShelterBox response teams in #Nepal following Saturday's earthquake, with more teams due to arrive later tâ¦",earthquake
Nepal Earthquake Drone Footage Gives Bird's Eye View of Destruction - Wall Street Journal (blog) http://t.co/Hg1YQeCsGq #drone #rpv #uav,earthquake
Pulitzer Prize winning Jim Morin's cartoon on #NepalQuake #NepalEarthquake http://t.co/ngDCtCTqMh,earthquake
RT @landward_rsrch: RT British archeologist 'terrified' after narrowly escaping death in Nepalese earthquake @Telegraph @UofYArchaeology htâ¦,earthquake
RT @VVSLaxman281: Really proud of the Indian Govt&amp;Indian Air Force for their all out support to Nepal at this hour of grief and tragedy. #Nâ¦,earthquake
"RT @cnnbrk: Man pulled alive from rubble Thursday, 5 days after massive Nepal earthquake, in which more than 5,500 people died.",earthquake
RT @UNWomenAust: 3.2 million women &amp; children are affected. Support UN Womenâs relief efforts in #Nepal. https://t.co/73od9Urfs7 http://t.câ¦,earthquake
@AllahGreatQuran  pray for nepal @ARMurugadoss @Schwarzenegger,earthquake
"RT @WINDmobile: In light of the tragic events, we will be providing free calls to Nepal for the next week for any WIND customer calling froâ¦",earthquake
